CODE;NMAX;TIME1;TIME2;CURTIME;LOFFS;ROFFS;LTOL;RTOL;LBREAK;RBREAK;DIRECT;Max Durchmesser;Max Laenge;P2;BC;IKZ;ML;MLR;AM;KINEMATIC;PLC
120824141857;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;183.0;0;1;1;1;0;0;308192_6.CFG;%00000111
120824142110;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;181.5;0;1;1;1;0;0;308192_6.CFG;%00000111
120824142837;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;184.5;0;1;1;1;0;0;308192_8.CFG;%00000111
210824135249;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;197.5;0;1;1;1;0;0;308192_10.CFG;%00000111
120824102400;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;200.0;0;1;1;1;0;0;308192_10.CFG;%00000111
120824151145;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;238.0;0;1;1;1;0;0;308172_6.CFG;%00000111
130824095337;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;265.0;0;1;1;1;0;0;308187_6.CFG;%00000111
120824150911;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;287.0;0;1;1;1;0;0;308172_8.CFG;%00000111
120824154325;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;312.0;0;1;1;1;0;0;308172_8.CFG;%00000111
120824153241;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;342.0;0;1;1;1;0;0;308172_10.CFG;%00000111
120824153045;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;368.0;0;1;1;1;0;0;308170_10.CFG;%00000111
130824095150;0;0;0;0;0;0;0;0;0.5;0.5;-1;80;437;0;0;0;0;0;0;308187_10.CFG;%00000000
120824073130;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;190.7;0;1;1;1;0;0;308192_10.CFG;%00000111
120824090557;0;0;0;0;0;24.7;0;0;0.5;0.5;-1;35;160.0;0;1;1;1;0;0;306562_22.CFG;%00000111
120824071833;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;172.0;0;1;1;1;0;0;308192_6.CFG;%00000111
090824073309;0;0;0;0;1.5;1.1;0;0;0.5;0.5;-1;35;165.0;0;1;1;0;1;0;308196_6.CFG;%00001011
120824133304;0;0;0;0;2;3.8;0;0;0.5;0.5;-1;35;172.2;0;1;1;0;1;0;308196_8.CFG;%00001011
120824132942;0;0;0;0;2;1.8;0;0;0.5;0.5;-1;35;163.0;0;0;0;0;0;0;308196_6.CFG;%00000000
120824125130;0;0;0;0;2;5.8;0;0;0.5;0.5;-1;35;176.0;0;1;1;0;1;0;308196_12.CFG;%00001011
120824125605;0;0;0;0;2;5.8;0;0;0.5;0.5;-1;35;176.0;0;1;1;0;1;0;308196_12.CFG;%00001011
120824135646;0;0;0;0;2;1.3;0;0;0.5;0.5;-1;35;161.3;0;1;1;0;1;0;308196_6.CFG;%00001011
120824081725;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;141.5;0;1;1;1;0;0;338110_M1-M12.CFG;%00000111
130824071745;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;178.5;0;1;1;1;0;0;308318_10.CFG;%00000111
130824073529;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;160.0;0;1;1;1;0;0;304972_2-6.CFG;%00000111
130824074053;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;161.0;0;1;1;1;0;0;304972_2-6.CFG;%00000111
130824073214;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;160.0;0;1;1;1;0;0;304972_2-6.CFG;%00000111
120824103631;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;170.0;0;1;1;1;0;0;308192_6.CFG;%00000111
130824065342;0;0;0;0;2;7.8;0;0;0.5;0.5;-1;35;166.8;0;1;1;0;1;0;308172_16.CFG;%00001011
090824105131;0;0;0;0;2;9.8;0;0;0.5;0.5;-1;35;191.5;0;1;1;0;1;0;308172_20.CFG;%00001011
120824102602;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;196.0;0;1;1;1;0;0;304974_2-6.CFG;%00000111
120824120746;0;0;0;0;2;1.4;0;0;0.5;0.5;-1;35;153.0;0;1;1;0;1;0;308192_6.CFG;%00001011
080824161627;0;0;0;0;2;1.8;0;0;0.5;0.5;-1;35;164.0;0;1;1;0;1;0;308196_6.CFG;%00001011
130824084311;0;0;0;0;2;7.7;0;0;0.5;0.5;-1;35;153.4;0;1;1;0;1;0;304450_16.CFG;%00001011
090824075729;0;0;0;0;2;5.8;0;0;0.5;0.5;-1;35;165.0;0;1;1;0;1;0;308196_6.CFG;%00001011
090824103004;0;0;0;0;2;7.3;0;0;0.5;0.5;-1;35;178.0;0;1;1;0;1;0;308196_16.CFG;%00001011
090824101043;0;0;0;0;2;3.6;0;0;0.5;0.5;-1;35;119.4;0;1;1;0;1;0;308172_8.CFG;%00001011
090824112239;0;0;0;0;2;3;0;0;0.5;0.5;-1;35;102.5;0;1;1;1;0;0;304272_8.CFG;%00000111
130824135351;0;0;0;0;2;2;0;0;0.5;0.5;-1;35;98.0;0;1;1;1;0;0;304272_6.CFG;%00000111
130824092618;0;0;0;0;2;3.7;0;0;0.5;0.5;-1;35;109.7;0;1;1;0;1;0;304450_8.CFG;%00001011
130824091600;0;0;0;0;2;2.7;0;0;0.5;0.5;-1;35;103.0;0;1;1;0;1;0;304450_6.CFG;%00001011
120824070023;0;0;0;0;2;2.7;0;0;0.5;0.5;-1;35;111.0;0;1;1;0;1;0;308172_6.CFG;%00001011
080824161156;0;0;0;0;2;2.2;0;0;0.5;0.5;-1;35;164.0;0;1;1;0;1;0;308196_6.CFG;%00001011
090824072510;0;0;0;0;2;1.2;0;0;0.5;0.5;-1;35;165.0;0;1;1;0;1;0;308196_6.CFG;%00001011
090824075438;0;0;0;0;1;0.4;0;0;0.5;0.5;-1;35;161.0;0;1;1;0;1;0;308196_6.CFG;%00001011
130824072846;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;167.6;0;1;1;1;0;0;308318_8.CFG;%00000111
090824073924;0;0;0;0;1;0.8;0;0;0.5;0.5;-1;35;161.0;0;1;1;0;1;0;308196_6.CFG;%00001011
090824102150;0;0;0;0;2;4.7;0;0;0.5;0.5;-1;35;136.5;0;1;1;0;1;0;308172_10.CFG;%00001011
090824102618;0;0;0;0;2;5.7;0;0;0.5;0.5;-1;35;148.0;0;1;1;0;1;0;308172_12.CFG;%00001011
130824085024;0;0;0;0;2;5.7;0;0;0.5;0.5;-1;35;137.5;0;1;1;0;1;0;304450_12.CFG;%00001011
090824074544;0;0;0;0;1;0.5;0;0;0.5;0.5;-1;35;167.0;0;1;1;0;1;0;308196_6.CFG;%00001011
090824102349;0;0;0;0;2;5.7;0;0;0.5;0.5;-1;35;185.0;0;1;1;0;1;0;308196_12.CFG;%00001011
090824100551;0;0;0;0;2;3.7;0;0;0.5;0.5;-1;35;173.0;0;1;1;0;1;0;308196_8.CFG;%00001011
120824091642;0;0;0;0;0;15.14;0;0;0.5;0.5;-1;35;100.0;0;1;1;1;0;0;306530_16.CFG;%00000111
120824160155;0;0;0;0;2;7.7;0;0;0.5;0.5;-1;35;211.8;0;1;1;0;1;0;308172_16.CFG;%00001011
130824070226;0;0;0;0;2;7.7;0;0;0.5;0.5;-1;35;191.1;0;1;1;0;1;0;308172_16.CFG;%00001011
120824134924;0;0;0;0;2;7.7;0;0;0.5;0.5;-1;35;189.0;0;1;1;0;1;0;308196_16.CFG;%00001011
120824133647;0;0;0;0;2;7.5;0;0;0.5;0.5;-1;35;180.0;0;1;1;0;1;0;308196_16.CFG;%00001011
130824090637;0;0;0;0;2;4.7;0;0;0.5;0.5;-1;35;121.2;0;1;1;0;1;0;304450_10.CFG;%00001011
120824075858;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;187.0;0;1;1;1;0;0;308192_8.CFG;%00000111
120824095112;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;136.0;0;1;1;1;0;0;HSKA63ODP12X84.CFG;%00000111
130824074557;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;153.0;0;1;1;1;0;0;305390_16.CFG;%00000111
120824120932;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;150.0;0;1;1;1;0;0;304972_2-6.CFG;%00000111
120824122202;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;176.0;0;1;1;1;0;0;308318_12.CFG;%00000111
120824131627;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;210.0;0;1;1;1;0;0;308196_10.CFG;%00000111
120824103229;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;190.0;0;1;1;1;0;0;308192_8.CFG;%00000111
120824104503;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;179.0;0;1;1;1;0;0;308192_6.CFG;%00000111
120824113217;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;161.0;0;1;1;1;0;0;308192_6.CFG;%00000111
120824140903;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;163.0;0;1;1;1;0;0;308192_8.CFG;%00000111
130824065142;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;121.0;0;1;1;1;0;0;308172_8.CFG;%00000111
120824125740;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;169.7;0;1;1;1;0;0;308318_10.CFG;%00000111
120824125352;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;210.0;0;1;1;1;0;0;308192_12.CFG;%00000111
120824101012;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;170.5;0;1;1;1;0;0;308196_4.CFG;%00000111
120824122421;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;160.0;0;1;1;1;0;0;304973_2-6.CFG;%00000111
120824090800;0;0;0;0;0;31.4;0;0;0.5;0.5;-1;35;125.0;0;1;1;1;0;0;306541_22.CFG;%00000111
120824090405;0;0;0;0;0;0;0;0;0.5;0.5;-1;80;176;0;0;0;0;0;0;329085-01.CFG;%00000000
130824092155;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;103.2;0;1;1;1;0;0;304450_6.CFG;%00000111
120824101646;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;214.0;0;1;1;1;0;0;308192_14.CFG;%00000111
080824150453;0;0;0;0;2;7.5;0;0;0.5;0.5;-1;35;168.3;0;1;1;0;1;0;308172_16.CFG;%00001011
120824130513;0;0;0;0;3;3.8;0;0;0.5;0.5;-1;35;179.0;0;1;0;0;1;0;308318_12.CFG;%00001001
130824084536;0;0;0;0;2;7.7;0;0;0.5;0.5;-1;35;149.4;0;1;1;0;1;0;304450_16.CFG;%00001011
130824161134;0;0;0;0;0;0;0;0;0.5;0.5;-1;35;206.3;0;1;1;1;0;0;308192_14.CFG;%00000111
120824142325;0;0;0;0;0;18;0;0;0.5;0.5;-1;35;189.5;0;1;1;1;0;0;306566_16.CFG;%00000111
120824100250;0;0;0;0;0;15.5;0;0;0.5;0.5;-1;35;153;0;1;1;1;0;0;307042_M16X75.CFG;%00000111
090824111439;0;0;0;0;0;2;0;0;0.5;0.5;-1;35;97.5;0;1;1;1;0;0;304272_6.CFG;%00000111
090824112542;0;0;0;0;0;4.5;0;0;0.5;0.5;-1;35;109.0;0;1;1;1;0;0;304272_10.CFG;%00000111
090824115328;0;0;0;0;0;5.5;0;0;0.5;0.5;-1;35;130.0;0;1;1;1;0;0;304272_12.CFG;%00000111
080824161414;0;0;0;0;2;2;0;0;0.5;0.5;-1;35;163.0;0;1;1;0;1;0;308196_6.CFG;%00001011
080824160926;0;0;0;0;2;2.3;0;0;0.5;0.5;-1;35;118.5;0;1;1;0;1;0;308172_6.CFG;%00001011
080824161841;0;0;0;0;2;1.5;0;0;0.5;0.5;-1;35;168.0;0;1;1;0;1;0;308196_6.CFG;%00001011
090824111057;0;0;0;0;0;1.8;0;0;0.5;0.5;-1;35;97.0;0;1;1;1;0;0;304272_6.CFG;%00000111
090824115710;0;0;0;0;0;7.7;0;0;0.5;0.5;-1;35;136.0;0;1;1;1;0;0;304272_16.CFG;%00000111
090824101616;0;0;0;0;2;2.8;0;0;0.5;0.5;-1;35;122.5;0;1;1;0;1;0;308172_6.CFG;%00001011
090824104732;0;0;0;0;2;9.7;0;0;0.5;0.5;-1;35;198.0;0;1;1;0;1;0;308196_20.CFG;%00001011
090824101930;0;0;0;0;2;4.5;0;0;0.5;0.5;-1;35;169.5;0;1;1;0;1;0;308196_10.CFG;%00001011
090824105535;0;0;0;0;2;2.8;0;0;0.5;0.5;-1;35;141.0;0;1;1;0;1;0;308172_6.CFG;%00001011
090824105945;0;0;0;0;2;3.8;0;0;0.5;0.5;-1;35;153.5;0;1;1;0;1;0;308172_8.CFG;%00001011
090824110225;0;0;0;0;2;4.8;0;0;0.5;0.5;-1;35;158.5;0;1;1;0;1;0;308172_10.CFG;%00001011
090824110506;0;0;0;0;2;5.5;0;0;0.5;0.5;-1;35;178.5;0;1;1;0;1;0;308172_12.CFG;%00001011
090824110840;0;0;0;0;2;7.7;0;0;0.5;0.5;-1;35;205.4;0;1;1;0;1;0;308172_16.CFG;%00001011
130824143057;0;0;0;0;2.5;2.5;0;0;0.5;0.5;-1;35;119.5;0;1;1;1;0;0;304272_6.CFG;%00000111
090824115958;0;0;0;0;0;3.7;0;0;0.5;0.5;-1;35;139.5;0;1;1;1;0;0;304272_8.CFG;%00000111
090824120322;0;0;0;0;0;4.6;0;0;0.5;0.5;-1;35;126.5;0;1;1;1;0;0;304272_10.CFG;%00000111
120824064042;0;0;0;0;0;5.6;0;0;0.5;0.5;-1;35;155.5;0;1;1;1;0;0;304272_12.CFG;%00000111
